case_id,activity,timestamp,lifecycle
case-8018,T05_Print_and_send_confirmation_of_receipt,2011-06-30T15:35:15.166+02:00,complete
case-8018,T06_Determine_necessity_of_stop_advice,2011-06-30T15:35:33.071+02:00,complete
case-8018,T10_Determine_necessity_to_stop_indication,2011-06-30T15:35:56.264+02:00,complete
case-8136,Confirmation_of_receipt,2011-07-01T10:39:07.949+02:00,complete
case-8136,T02_Check_confirmation_of_receipt,2011-07-01T10:39:37.906+02:00,complete
case-8136,T04_Determine_confirmation_of_receipt,2011-07-01T10:40:21.914+02:00,complete
case-8136,T06_Determine_necessity_of_stop_advice,2011-07-01T10:41:08.528+02:00,complete
case-8136,T10_Determine_necessity_to_stop_indication,2011-07-01T10:41:38.595+02:00,complete
case-8136,T05_Print_and_send_confirmation_of_receipt,2011-07-01T10:49:44.722+02:00,complete
case-8318,Confirmation_of_receipt,2011-07-04T09:52:56.673+02:00,complete
case-8318,T02_Check_confirmation_of_receipt,2011-07-04T09:53:30.669+02:00,complete
case-8318,T06_Determine_necessity_of_stop_advice,2011-07-04T09:55:15.654+02:00,complete
case-8318,T04_Determine_confirmation_of_receipt,2011-07-04T09:55:56.746+02:00,complete
case-8318,T03_Adjust_confirmation_of_receipt,2011-07-04T09:57:27.039+02:00,complete
case-8318,T02_Check_confirmation_of_receipt,2011-07-04T09:58:05.869+02:00,complete
case-8318,T10_Determine_necessity_to_stop_indication,2011-07-04T09:58:36.803+02:00,complete
case-8318,T04_Determine_confirmation_of_receipt,2011-07-04T10:04:34.230+02:00,complete
case-8318,T05_Print_and_send_confirmation_of_receipt,2011-07-04T10:06:06.290+02:00,complete
case-8012,Confirmation_of_receipt,2011-07-04T10:12:40.719+02:00,complete
case-8012,T02_Check_confirmation_of_receipt,2011-07-04T10:14:51.421+02:00,complete
case-8012,T04_Determine_confirmation_of_receipt,2011-07-04T10:15:50.379+02:00,complete
case-8012,T05_Print_and_send_confirmation_of_receipt,2011-07-04T10:16:30.345+02:00,complete
case-8012,T06_Determine_necessity_of_stop_advice,2011-07-04T10:17:15.429+02:00,complete
case-8012,T10_Determine_necessity_to_stop_indication,2011-07-04T10:18:17.096+02:00,complete
case-8098,Confirmation_of_receipt,2011-07-04T11:28:30.205+02:00,complete
case-8098,T02_Check_confirmation_of_receipt,2011-07-04T11:31:29.068+02:00,complete
case-8098,T04_Determine_confirmation_of_receipt,2011-07-04T11:32:00.667+02:00,complete
case-8098,T05_Print_and_send_confirmation_of_receipt,2011-07-04T11:32:47.755+02:00,complete
case-8098,T06_Determine_necessity_of_stop_advice,2011-07-04T11:33:04.137+02:00,complete
case-8098,T10_Determine_necessity_to_stop_indication,2011-07-04T11:33:23.885+02:00,complete
case-8014,Confirmation_of_receipt,2011-07-04T11:29:01.430+02:00,complete
case-8014,T02_Check_confirmation_of_receipt,2011-07-04T11:32:08.699+02:00,complete
case-8014,T04_Determine_confirmation_of_receipt,2011-07-04T11:32:34.009+02:00,complete
case-8014,T06_Determine_necessity_of_stop_advice,2011-07-04T11:33:07.186+02:00,complete
case-8014,T05_Print_and_send_confirmation_of_receipt,2011-07-04T11:34:29.418+02:00,complete
case-8014,T10_Determine_necessity_to_stop_indication,2011-07-04T11:35:19.324+02:00,complete
case-7685,Confirmation_of_receipt,2011-07-04T12:08:41.453+02:00,complete
case-7685,T02_Check_confirmation_of_receipt,2011-07-04T12:09:48.535+02:00,complete
case-7685,T04_Determine_confirmation_of_receipt,2011-07-04T12:10:22.753+02:00,complete
case-7685,T05_Print_and_send_confirmation_of_receipt,2011-07-04T12:11:08.184+02:00,complete
case-7685,T06_Determine_necessity_of_stop_advice,2011-07-04T13:55:33.712+02:00,complete
case-7685,T10_Determine_necessity_to_stop_indication,2011-07-04T14:01:46.913+02:00,complete
case-8323,Confirmation_of_receipt,2011-07-04T12:37:42.658+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:31:06.192+02:00,complete
case-8323,T02_Check_confirmation_of_receipt,2011-08-01T09:46:51.434+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:47:15.128+02:00,complete
case-8323,T04_Determine_confirmation_of_receipt,2011-08-01T09:47:40.251+02:00,complete
case-8323,T05_Print_and_send_confirmation_of_receipt,2011-08-01T09:48:11.577+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:48:33.074+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:48:50.433+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:49:15.388+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:50:21.355+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:50:36.984+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:51:32.157+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:52:36.664+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:53:44.758+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:54:16.734+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:54:38.139+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:55:09.509+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:55:34.741+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:56:10.861+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:56:59.387+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:57:19.958+02:00,complete
case-8323,T07-1_Draft_intern_advice_aspect_1,2011-08-01T09:58:16.614+02:00,complete
case-8323,T06_Determine_necessity_of_stop_advice,2011-08-01T09:58:48.159+02:00,complete
case-8323,T10_Determine_necessity_to_stop_indication,2011-08-01T10:03:44.585+02:00,complete
case-8232,Confirmation_of_receipt,2011-07-04T13:52:06.292+02:00,complete
case-8232,T06_Determine_necessity_of_stop_advice,2011-07-04T14:06:54.393+02:00,complete
case-8232,T10_Determine_necessity_to_stop_indication,2011-07-04T14:11:22.323+02:00,complete
case-8232,T02_Check_confirmation_of_receipt,2011-07-04T14:12:14.652+02:00,complete
case-8232,T04_Determine_confirmation_of_receipt,2011-07-04T14:13:17.216+02:00,complete
case-8232,T05_Print_and_send_confirmation_of_receipt,2011-07-04T14:13:46.110+02:00,complete
case-8017,Confirmation_of_receipt,2011-07-04T15:32:23.852+02:00,complete
case-8017,T02_Check_confirmation_of_receipt,2011-07-04T15:33:13.474+02:00,complete
case-8017,T04_Determine_confirmation_of_receipt,2011-07-04T15:33:54.454+02:00,complete
case-8017,T05_Print_and_send_confirmation_of_receipt,2011-07-04T15:34:34.278+02:00,complete
case-8017,T06_Determine_necessity_of_stop_advice,2011-07-04T15:35:05.342+02:00,complete
case-8017,T10_Determine_necessity_to_stop_indication,2011-07-04T15:36:05.754+02:00,complete
case-8068,Confirmation_of_receipt,2011-07-05T08:44:33.356+02:00,complete
case-8068,T06_Determine_necessity_of_stop_advice,2011-07-05T08:45:08.567+02:00,complete
case-8068,T02_Check_confirmation_of_receipt,2011-07-05T08:48:01.826+02:00,complete
case-8068,T04_Determine_confirmation_of_receipt,2011-07-05T08:48:20.709+02:00,complete
case-8068,T05_Print_and_send_confirmation_of_receipt,2011-07-05T08:48:54.412+02:00,complete
case-8068,T10_Determine_necessity_to_stop_indication,2011-07-15T14:03:46.734+02:00,complete
case-8015,Confirmation_of_receipt,2011-07-05T08:56:27.430+02:00,complete
case-8015,T02_Check_confirmation_of_receipt,2011-07-05T08:57:29.772+02:00,complete
case-8015,T04_Determine_confirmation_of_receipt,2011-07-05T08:58:02.540+02:00,complete
case-8015,T05_Print_and_send_confirmation_of_receipt,2011-07-05T08:58:26.947+02:00,complete
case-8015,T06_Determine_necessity_of_stop_advice,2011-07-05T08:59:30.379+02:00,complete
case-8015,T10_Determine_necessity_to_stop_indication,2011-07-05T09:00:22.750+02:00,complete
case-8135,Confirmation_of_receipt,2011-07-05T10:08:44.375+02:00,complete
case-8135,T02_Check_confirmation_of_receipt,2011-07-05T10:24:28.855+02:00,complete
case-8135,T04_Determine_confirmation_of_receipt,2011-07-05T10:25:35.428+02:00,complete
case-8135,T05_Print_and_send_confirmation_of_receipt,2011-07-05T10:26:27.567+02:00,complete
case-8135,T06_Determine_necessity_of_stop_advice,2011-07-05T10:27:08.266+02:00,complete
case-8135,T10_Determine_necessity_to_stop_indication,2011-07-05T10:27:41.264+02:00,complete
case-8133,Confirmation_of_receipt,2011-07-05T11:17:08.904+02:00,complete
case-8133,T02_Check_confirmation_of_receipt,2011-07-05T11:17:38.823+02:00,complete
case-8133,T04_Determine_confirmation_of_receipt,2011-07-05T11:18:00.678+02:00,complete
case-8133,T05_Print_and_send_confirmation_of_receipt,2011-07-05T11:18:26.621+02:00,complete
case-8133,T06_Determine_necessity_of_stop_advice,2011-07-05T11:19:09.878+02:00,complete
case-8133,T10_Determine_necessity_to_stop_indication,2011-07-05T11:19:35.897+02:00,complete
case-8408,Confirmation_of_receipt,2011-07-05T11:26:14.600+02:00,complete
case-8408,T02_Check_confirmation_of_receipt,2011-07-05T11:26:36.256+02:00,complete
case-8408,T04_Determine_confirmation_of_receipt,2011-07-05T11:26:58.666+02:00,complete
case-8408,T05_Print_and_send_confirmation_of_receipt,2011-07-05T11:27:33.846+02:00,complete
case-8408,T06_Determine_necessity_of_stop_advice,2011-07-05T11:28:14.194+02:00,complete
case-8408,T10_Determine_necessity_to_stop_indication,2011-07-05T11:28:34.129+02:00,complete
case-8365,Confirmation_of_receipt,2011-07-05T12:01:03.447+02:00,complete
case-8365,T02_Check_confirmation_of_receipt,2011-07-05T12:02:01.664+02:00,complete
case-8365,T06_Determine_necessity_of_stop_advice,2011-07-05T12:02:21.068+02:00,complete
case-8365,T10_Determine_necessity_to_stop_indication,2011-07-05T12:02:40.491+02:00,complete
case-8365,T04_Determine_confirmation_of_receipt,2011-07-05T12:02:59.624+02:00,complete
case-8365,T05_Print_and_send_confirmation_of_receipt,2011-07-05T12:03:57.199+02:00,complete
case-8132,Confirmation_of_receipt,2011-07-05T12:10:25.728+02:00,complete
case-8132,T02_Check_confirmation_of_receipt,2011-07-05T12:10:56.395+02:00,complete
case-8132,T04_Determine_confirmation_of_receipt,2011-07-05T12:11:23.993+02:00,complete
case-8132,T05_Print_and_send_confirmation_of_receipt,2011-07-05T12:11:47.148+02:00,complete
case-8132,T06_Determine_necessity_of_stop_advice,2011-07-05T12:12:15.069+02:00,complete
case-8132,T10_Determine_necessity_to_stop_indication,2011-07-05T12:12:42.051+02:00,complete
case-8363,Confirmation_of_receipt,2011-07-05T13:13:13.848+02:00,complete
case-8363,T02_Check_confirmation_of_receipt,2011-07-05T13:13:47.994+02:00,complete
case-8363,T04_Determine_confirmation_of_receipt,2011-07-05T13:46:54.343+02:00,complete
case-8363,T06_Determine_necessity_of_stop_advice,2011-07-05T14:23:01.480+02:00,complete
case-8363,T10_Determine_necessity_to_stop_indication,2011-07-05T14:23:48.103+02:00,complete
case-8363,T05_Print_and_send_confirmation_of_receipt,2011-07-05T14:24:41.540+02:00,complete
case-8081,Confirmation_of_receipt,2011-07-05T13:29:10.018+02:00,complete
case-8081,T02_Check_confirmation_of_receipt,2011-07-05T13:29:38.507+02:00,complete
case-8081,T04_Determine_confirmation_of_receipt,2011-07-05T13:30:01.661+02:00,complete
case-8081,T05_Print_and_send_confirmation_of_receipt,2011-07-05T13:30:40.050+02:00,complete
case-8081,T06_Determine_necessity_of_stop_advice,2011-07-05T13:31:04.022+02:00,complete
case-8081,T10_Determine_necessity_to_stop_indication,2011-07-05T13:31:29.451+02:00,complete
case-8083,Confirmation_of_receipt,2011-07-05T14:12:57.409+02:00,complete
case-8083,T02_Check_confirmation_of_receipt,2011-07-05T14:13:24.016+02:00,complete
case-8083,T04_Determine_confirmation_of_receipt,2011-07-05T14:13:56.984+02:00,complete
case-8083,T05_Print_and_send_confirmation_of_receipt,2011-07-05T14:14:18.480+02:00,complete
case-8083,T06_Determine_necessity_of_stop_advice,2011-07-05T14:14:39.156+02:00,complete
case-8083,T10_Determine_necessity_to_stop_indication,2011-07-05T14:15:03.558+02:00,complete
case-8367,Confirmation_of_receipt,2011-07-05T15:40:37.140+02:00,complete
case-8367,T06_Determine_necessity_of_stop_advice,2011-07-05T15:41:41.174+02:00,complete
case-8367,T10_Determine_necessity_to_stop_indication,2011-07-05T15:42:13.576+02:00,complete
case-8367,T02_Check_confirmation_of_receipt,2011-07-05T16:01:22.893+02:00,complete
case-8367,T04_Determine_confirmation_of_receipt,2011-07-05T16:02:36.727+02:00,complete
case-8367,T05_Print_and_send_confirmation_of_receipt,2011-07-15T16:12:52.047+02:00,complete
case-8419,Confirmation_of_receipt,2011-07-06T09:08:49.694+02:00,complete
case-8419,T06_Determine_necessity_of_stop_advice,2011-07-20T13:05:10.530+02:00,complete
case-8419,T02_Check_confirmation_of_receipt,2011-07-20T13:06:33.579+02:00,complete
case-8419,T04_Determine_confirmation_of_receipt,2011-07-20T13:06:52.610+02:00,complete
case-8419,T05_Print_and_send_confirmation_of_receipt,2011-07-20T13:07:10.411+02:00,complete
case-8419,T10_Determine_necessity_to_stop_indication,2011-07-20T13:33:46.681+02:00,complete
case-8421,Confirmation_of_receipt,2011-07-06T09:37:38.241+02:00,complete
case-8421,T02_Check_confirmation_of_receipt,2011-07-20T12:47:25.863+02:00,complete
case-8421,T04_Determine_confirmation_of_receipt,2011-07-20T12:47:57.432+02:00,complete
case-8421,T05_Print_and_send_confirmation_of_receipt,2011-07-20T12:48:17.097+02:00,complete
case-8421,T06_Determine_necessity_of_stop_advice,2011-07-20T12:48:40.717+02:00,complete
case-8421,T10_Determine_necessity_to_stop_indication,2011-07-20T12:49:04.654+02:00,complete
case-8424,Confirmation_of_receipt,2011-07-06T09:57:52.606+02:00,complete
case-8424,T02_Check_confirmation_of_receipt,2011-09-13T10:50:07.301+02:00,complete
case-8424,T04_Determine_confirmation_of_receipt,2011-09-13T10:53:15.574+02:00,complete
case-8424,T05_Print_and_send_confirmation_of_receipt,2011-09-13T10:53:49.601+02:00,complete
case-8424,T06_Determine_necessity_of_stop_advice,2011-09-13T10:55:01.244+02:00,complete
case-8424,T10_Determine_necessity_to_stop_indication,2011-09-13T10:55:28.635+02:00,complete
case-8142,Confirmation_of_receipt,2011-07-06T15:04:32.166+02:00,complete
case-8142,T06_Determine_necessity_of_stop_advice,2011-07-06T15:05:12.160+02:00,complete
case-8142,T02_Check_confirmation_of_receipt,2011-07-06T15:06:31.645+02:00,complete
case-8142,T04_Determine_confirmation_of_receipt,2011-07-06T15:07:01.336+02:00,complete
case-8142,T05_Print_and_send_confirmation_of_receipt,2011-07-06T15:07:47.950+02:00,complete
case-8142,T10_Determine_necessity_to_stop_indication,2011-07-06T15:08:38.772+02:00,complete
case-8020,Confirmation_of_receipt,2011-07-07T09:31:06.477+02:00,complete
case-8020,T02_Check_confirmation_of_receipt,2011-07-07T09:31:34.336+02:00,complete
case-8020,T04_Determine_confirmation_of_receipt,2011-07-07T09:31:54.384+02:00,complete
case-8020,T05_Print_and_send_confirmation_of_receipt,2011-07-07T09:32:10.716+02:00,complete
case-8020,T06_Determine_necessity_of_stop_advice,2011-07-07T09:32:28.272+02:00,complete
case-8020,T10_Determine_necessity_to_stop_indication,2011-07-07T09:33:05.852+02:00,complete
case-8180,Confirmation_of_receipt,2011-07-07T11:20:55.087+02:00,complete
case-8180,T02_Check_confirmation_of_receipt,2011-07-07T11:21:18.590+02:00,complete
case-8180,T04_Determine_confirmation_of_receipt,2011-07-07T11:21:44.747+02:00,complete
case-8180,T05_Print_and_send_confirmation_of_receipt,2011-07-07T11:22:15.060+02:00,complete
case-8180,T06_Determine_necessity_of_stop_advice,2011-07-07T11:22:38.614+02:00,complete
case-8180,T10_Determine_necessity_to_stop_indication,2011-07-07T11:23:02.697+02:00,complete
case-8441,Confirmation_of_receipt,2011-07-07T13:35:43.950+02:00,complete
case-8441,T06_Determine_necessity_of_stop_advice,2011-07-15T13:45:49.995+02:00,complete
case-8441,T02_Check_confirmation_of_receipt,2011-07-15T13:45:50.767+02:00,complete
case-8442,Confirmation_of_receipt,2011-07-07T13:50:59.813+02:00,complete
case-8442,T02_Check_confirmation_of_receipt,2011-07-20T13:04:47.791+02:00,complete
case-8442,T06_Determine_necessity_of_stop_advice,2011-07-20T13:05:26.141+02:00,complete
case-8442,T04_Determine_confirmation_of_receipt,2011-07-20T13:06:04.607+02:00,complete
case-8442,T05_Print_and_send_confirmation_of_receipt,2011-07-20T13:06:51.894+02:00,complete
case-8442,T10_Determine_necessity_to_stop_indication,2011-07-20T13:08:02.148+02:00,complete
case-7990,Confirmation_of_receipt,2011-07-07T13:54:38.149+02:00,complete
case-7990,T02_Check_confirmation_of_receipt,2011-07-07T13:55:25.760+02:00,complete
case-7990,T04_Determine_confirmation_of_receipt,2011-07-07T13:55:44.681+02:00,complete
case-7990,T05_Print_and_send_confirmation_of_receipt,2011-07-07T13:56:05.638+02:00,complete
case-7990,T06_Determine_necessity_of_stop_advice,2011-07-07T13:56:49.249+02:00,complete
case-7990,T10_Determine_necessity_to_stop_indication,2011-07-07T13:57:51.625+02:00,complete
case-8445,Confirmation_of_receipt,2011-07-07T14:23:08.713+02:00,complete
case-8445,T02_Check_confirmation_of_receipt,2011-07-21T13:07:05.491+02:00,complete
case-8445,T04_Determine_confirmation_of_receipt,2011-07-21T13:07:45.973+02:00,complete
case-8445,T05_Print_and_send_confirmation_of_receipt,2011-07-21T13:08:46.825+02:00,complete
case-8445,T06_Determine_necessity_of_stop_advice,2011-07-21T13:09:07.022+02:00,complete
case-8445,T10_Determine_necessity_to_stop_indication,2011-07-21T13:09:39.648+02:00,complete
case-8448,Confirmation_of_receipt,2011-07-07T14:54:49.619+02:00,complete
case-8448,T02_Check_confirmation_of_receipt,2011-07-28T16:11:42.469+02:00,complete
case-8448,T04_Determine_confirmation_of_receipt,2011-07-28T16:12:15.589+02:00,complete
case-8448,T05_Print_and_send_confirmation_of_receipt,2011-07-28T16:12:51.763+02:00,complete
case-8448,T06_Determine_necessity_of_stop_advice,2011-07-28T16:13:25.795+02:00,complete
case-8448,T10_Determine_necessity_to_stop_indication,2011-07-28T16:13:45.542+02:00,complete
case-8449,Confirmation_of_receipt,2011-07-07T15:09:02.441+02:00,complete
case-8449,T02_Check_confirmation_of_receipt,2011-07-21T11:04:30.426+02:00,complete
case-8449,T04_Determine_confirmation_of_receipt,2011-07-21T11:04:53.620+02:00,complete
case-8449,T05_Print_and_send_confirmation_of_receipt,2011-07-21T11:07:30.070+02:00,complete
case-8449,T06_Determine_necessity_of_stop_advice,2011-07-21T11:20:23.582+02:00,complete
case-8449,T10_Determine_necessity_to_stop_indication,2011-07-21T12:38:15.452+02:00,complete
case-8084,Confirmation_of_receipt,2011-07-08T09:26:23.650+02:00,complete
case-8084,T02_Check_confirmation_of_receipt,2011-07-08T09:26:56.265+02:00,complete
case-8084,T04_Determine_confirmation_of_receipt,2011-07-08T09:27:23.002+02:00,complete
case-8084,T05_Print_and_send_confirmation_of_receipt,2011-07-08T09:27:45.467+02:00,complete
case-8084,T06_Determine_necessity_of_stop_advice,2011-07-08T09:28:11.385+02:00,complete
case-8084,T10_Determine_necessity_to_stop_indication,2011-07-08T09:28:51.978+02:00,complete
case-8131,Confirmation_of_receipt,2011-07-08T10:00:07.989+02:00,complete
case-8131,T02_Check_confirmation_of_receipt,2011-07-08T10:00:33.447+02:00,complete
case-8131,T04_Determine_confirmation_of_receipt,2011-07-08T10:01:27.763+02:00,complete
case-8131,T05_Print_and_send_confirmation_of_receipt,2011-07-08T10:01:52.152+02:00,complete
case-8131,T06_Determine_necessity_of_stop_advice,2011-07-08T10:02:15.183+02:00,complete
case-8131,T10_Determine_necessity_to_stop_indication,2011-07-08T10:02:58.985+02:00,complete
case-8465,Confirmation_of_receipt,2011-07-08T11:12:19.739+02:00,complete
case-8465,T02_Check_confirmation_of_receipt,2011-07-21T10:46:40.846+02:00,complete
case-8465,T04_Determine_confirmation_of_receipt,2011-07-21T10:47:10.490+02:00,complete
case-8465,T05_Print_and_send_confirmation_of_receipt,2011-07-21T10:47:29.816+02:00,complete
case-8465,T06_Determine_necessity_of_stop_advice,2011-07-21T10:47:46.359+02:00,complete
case-8465,T10_Determine_necessity_to_stop_indication,2011-07-21T10:50:14.484+02:00,complete
case-8467,Confirmation_of_receipt,2011-07-08T11:30:34.380+02:00,complete
case-8467,T02_Check_confirmation_of_receipt,2011-07-26T20:00:45.469+02:00,complete
case-8467,T04_Determine_confirmation_of_receipt,2011-07-26T20:01:11.635+02:00,complete
case-8467,T05_Print_and_send_confirmation_of_receipt,2011-07-26T20:01:37.713+02:00,complete
case-8467,T06_Determine_necessity_of_stop_advice,2011-07-26T20:02:08.050+02:00,complete
case-8467,T10_Determine_necessity_to_stop_indication,2011-07-26T20:02:28.364+02:00,complete
case-8469,Confirmation_of_receipt,2011-07-08T12:02:36.640+02:00,complete
case-8469,T02_Check_confirmation_of_receipt,2011-07-21T13:24:41.990+02:00,complete
case-8469,T04_Determine_confirmation_of_receipt,2011-07-21T13:25:22.779+02:00,complete
case-8469,T05_Print_and_send_confirmation_of_receipt,2011-07-21T13:25:43.159+02:00,complete
case-8469,T06_Determine_necessity_of_stop_advice,2011-07-21T13:26:00.381+02:00,complete
case-8469,T10_Determine_necessity_to_stop_indication,2011-07-21T13:26:19.755+02:00,complete
case-7920,Confirmation_of_receipt,2011-07-11T08:25:30.438+02:00,complete
case-8500,Confirmation_of_receipt,2011-07-11T11:39:25.745+02:00,complete
case-8500,T02_Check_confirmation_of_receipt,2011-07-21T13:38:10.924+02:00,complete
case-8500,T04_Determine_confirmation_of_receipt,2011-07-21T13:38:28.138+02:00,complete
case-8500,T05_Print_and_send_confirmation_of_receipt,2011-07-21T13:38:50.370+02:00,complete
case-8500,T06_Determine_necessity_of_stop_advice,2011-07-21T13:39:26.770+02:00,complete
case-8500,T10_Determine_necessity_to_stop_indication,2011-07-21T13:50:42.534+02:00,complete
case-8501,Confirmation_of_receipt,2011-07-11T11:49:05.918+02:00,complete
case-8501,T02_Check_confirmation_of_receipt,2011-07-21T14:07:02.283+02:00,complete
case-8501,T04_Determine_confirmation_of_receipt,2011-07-21T14:07:29.612+02:00,complete
case-8501,T05_Print_and_send_confirmation_of_receipt,2011-07-21T14:07:46.858+02:00,complete
case-8501,T06_Determine_necessity_of_stop_advice,2011-07-21T14:10:32.812+02:00,complete
case-8501,T10_Determine_necessity_to_stop_indication,2011-07-21T14:10:54.479+02:00,complete
case-8502,Confirmation_of_receipt,2011-07-11T11:59:09.881+02:00,complete
case-8502,T02_Check_confirmation_of_receipt,2011-07-21T14:47:42.233+02:00,complete
case-8502,T04_Determine_confirmation_of_receipt,2011-07-21T14:48:15.617+02:00,complete
case-8502,T05_Print_and_send_confirmation_of_receipt,2011-07-21T14:49:02.269+02:00,complete
case-8502,T06_Determine_necessity_of_stop_advice,2011-07-21T14:50:47.836+02:00,complete
case-8502,T10_Determine_necessity_to_stop_indication,2011-07-21T14:51:46.365+02:00,complete
case-6671,Confirmation_of_receipt,2011-07-11T12:24:17.317+02:00,complete
case-6671,T02_Check_confirmation_of_receipt,2011-07-11T12:24:42.991+02:00,complete
case-6671,T04_Determine_confirmation_of_receipt,2011-07-11T12:25:09.516+02:00,complete
case-6671,T05_Print_and_send_confirmation_of_receipt,2011-07-11T12:25:31.803+02:00,complete
case-6671,T06_Determine_necessity_of_stop_advice,2011-07-11T12:25:56.513+02:00,complete
case-6671,T10_Determine_necessity_to_stop_indication,2011-07-11T12:26:30.092+02:00,complete
case-8390,Confirmation_of_receipt,2011-07-12T09:23:21.707+02:00,complete
case-8390,T02_Check_confirmation_of_receipt,2011-07-12T09:23:48.664+02:00,complete
case-8390,T04_Determine_confirmation_of_receipt,2011-07-12T09:24:32.537+02:00,complete
case-8390,T05_Print_and_send_confirmation_of_receipt,2011-07-12T09:24:55.215+02:00,complete
case-8390,T06_Determine_necessity_of_stop_advice,2011-07-28T14:11:07.460+02:00,complete
case-8390,T10_Determine_necessity_to_stop_indication,2011-07-28T14:12:41.655+02:00,complete
case-7956,Confirmation_of_receipt,2011-07-12T09:52:19.528+02:00,complete
case-7956,T02_Check_confirmation_of_receipt,2011-07-12T09:53:01.309+02:00,complete
case-7956,T04_Determine_confirmation_of_receipt,2011-07-12T09:53:25.523+02:00,complete
case-7956,T05_Print_and_send_confirmation_of_receipt,2011-07-12T09:54:02.424+02:00,complete
case-7956,T06_Determine_necessity_of_stop_advice,2011-07-12T09:54:41.147+02:00,complete
case-7956,T10_Determine_necessity_to_stop_indication,2011-07-12T09:55:46.407+02:00,complete
case-8423,Confirmation_of_receipt,2011-07-12T12:20:32.901+02:00,complete
case-8423,T02_Check_confirmation_of_receipt,2011-07-12T12:21:01.765+02:00,complete
case-8423,T04_Determine_confirmation_of_receipt,2011-07-12T12:21:20.010+02:00,complete
case-8423,T05_Print_and_send_confirmation_of_receipt,2011-07-12T12:21:45.939+02:00,complete
case-8423,T06_Determine_necessity_of_stop_advice,2011-07-15T15:49:17.010+02:00,complete
case-8423,T10_Determine_necessity_to_stop_indication,2011-07-15T15:49:54.225+02:00,complete
case-7929,Confirmation_of_receipt,2011-07-12T13:51:55.251+02:00,complete
case-7929,T02_Check_confirmation_of_receipt,2011-07-12T13:58:56.955+02:00,complete
case-7929,T04_Determine_confirmation_of_receipt,2011-07-12T13:59:41.646+02:00,complete
case-7929,T05_Print_and_send_confirmation_of_receipt,2011-07-12T14:07:07.978+02:00,complete
case-7929,T06_Determine_necessity_of_stop_advice,2011-07-12T14:07:30.278+02:00,complete
case-7929,T10_Determine_necessity_to_stop_indication,2011-07-12T14:07:58.027+02:00,complete
case-8427,Confirmation_of_receipt,2011-07-12T14:08:38.777+02:00,complete
case-8427,T02_Check_confirmation_of_receipt,2011-07-12T14:09:00.205+02:00,complete
case-8427,T04_Determine_confirmation_of_receipt,2011-07-12T14:09:17.357+02:00,complete
case-8427,T06_Determine_necessity_of_stop_advice,2011-07-12T14:09:47.962+02:00,complete
case-8427,T05_Print_and_send_confirmation_of_receipt,2011-07-12T14:10:04.894+02:00,complete
case-8427,T10_Determine_necessity_to_stop_indication,2011-07-12T14:10:22.196+02:00,complete
case-8141,Confirmation_of_receipt,2011-07-12T14:53:32.546+02:00,complete
case-8141,T06_Determine_necessity_of_stop_advice,2011-07-21T10:28:10.022+02:00,complete
case-8141,T02_Check_confirmation_of_receipt,2011-11-09T08:53:08.186+01:00,complete
case-8141,T04_Determine_confirmation_of_receipt,2011-11-09T08:53:24.370+01:00,complete
case-8141,T05_Print_and_send_confirmation_of_receipt,2011-11-09T08:57:49.951+01:00,complete
case-8141,T10_Determine_necessity_to_stop_indication,2011-12-06T16:07:31.109+01:00,complete
case-8082,Confirmation_of_receipt,2011-07-13T09:53:25.176+02:00,complete
case-8082,T02_Check_confirmation_of_receipt,2011-07-13T09:53:50.512+02:00,complete
case-8082,T04_Determine_confirmation_of_receipt,2011-07-13T09:54:09.035+02:00,complete
case-8082,T05_Print_and_send_confirmation_of_receipt,2011-07-13T09:54:31.016+02:00,complete
case-8082,T06_Determine_necessity_of_stop_advice,2011-07-13T09:54:46.981+02:00,complete
case-8082,T10_Determine_necessity_to_stop_indication,2011-07-13T09:55:22.938+02:00,complete
case-8550,Confirmation_of_receipt,2011-07-13T10:50:42.053+02:00,complete
case-8550,T02_Check_confirmation_of_receipt,2011-09-23T11:27:41.537+02:00,complete
